id,countryid,name
1879,64,REAL JAEN
1880,68,FC POLITEHNICA TIMISOARA
1881,44,SKN ST. POLTEN
1882,44,SC KALSDORF
1883,28,JSM BEJAIA
1884,54,MONAGHAN UNITED
1885,32,AL-OROBAH FC
1886,18,VfB STUTTGART
1887,18,BERLINER AK 07
1888,42,CARLOS A. MANNUCCI
1889,37,METALIST KHARKIV
1890,35,OSTERS IF
1891,18,WATZENBORN-STEINBERG
1892,22,FJOLNIR
1893,18,KSV HESSEN KASSEL
1894,9,CHIEVO
1895,31,OLIMPIK
1896,68,AEROSTAR BACAU
1897,75,WARRENPOINT TOWN
1898,46,ANZHI 2
1899,44,SV AUSTRIA SALZBURG
1900,35,AFC ESKILSTUNA
1901,18,BSV SW REHDEN
1902,31,SLAVIJA SARAJEVO
1903,18,TSV BUCHBACH
1904,5,SANARATE FC
1905,70,ZOB AHAN
1906,46,TAGANROG
1907,46,FC RYAZAN
1908,60,CLUB BRUGGE
1909,20,WORCESTER
1910,32,JEDDAH CLUB
1911,76,EMIRATES CLUB
1912,52,KRKA
1913,58,LE POIRE SUR VIE
1914,73,ATLETICO
1915,20,LOWESTOFT TOWN
1916,18,FT BRAUNSCHWEIG
1917,70,SEPAHAN FC
1918,47,BEITAR JERUSALEM
1919,51,LOKOMOTIV SOFIA
1920,31,TRAVNIK
1921,31,FK KRUPA
1922,20,BRIGHTON
1923,38,SAN MARTIN TUCUMAN
1924,18,VfB AUERBACH
1925,1,CS CARTAGINES
1926,7,EL ENTAG EL HARBY
1927,28,OLYMPIQUE MEDEA
1928,50,ZAGLEBIE SOSNOWIEC
1929,49,CENTRAL ESP.
1930,8,EAST FIFE
1931,38,COLON SANTA FE
1932,15,PORT TALBOT TOWN
1933,39,QINGDAO JONOON
1934,58,BASTIA C.A.
1935,28,AIN FAKROUN
1936,9,VIS PESARO
1937,20,HINCKLEY UNITED
1938,68,BUCOVINA POJORATA
1939,35,KRISTIANSTAD FC
1940,44,KAPFENBERGER SV
1941,18,HERKENRATH
1942,11,QUINDIO
1943,25,AEK KOUKLION
1944,46,PSKOV-747
1945,20,WEYMOUTH
1946,18,SV DROCHTERSEN/ASSEL
1947,24,MOL VIDI FC
1948,58,SOCHAUX
1949,20,HEDNESFORD TOWN
1950,32,AL-ETTIFAQ
1951,45,LAMIA
1952,4,SANGJU SANGMU FC
1953,27,TALLINNA KALEV
1954,18,BAYER LEVERKUSEN II
1955,35,OREBRO
1956,46,SKVO
1957,50,WIGRY SUWALKI
1958,18,FC AUGSBURG II
1959,57,LYN
1960,31,FK TUZLA CITY
1961,10,CORINTHIANS
1962,10,PALMEIRAS
1963,9,UDINESE
1964,74,OKZHETPES
1965,18,SSV ULM 1846
1966,61,MONTEDIO YAMAGATA
1967,18,FSV FRANKFURT II
1968,44,FC PINZGAU
1969,36,PLATENSE FC
1970,19,KOKAND 1912
1971,47,BNEI SAKHNIN
1972,5,DEPORTIVO MARQUENSE
1973,6,TORONTO FC 2
1974,54,WATERFORD UNITED
1975,6,RICHMOND KICKERS
1976,40,FC YEREVAN
1977,54,GALWAY UNITED FC
1978,20,SCUNTHORPE
1979,41,INDJIJA
1980,44,FC GLEISDORF 09
1981,11,UNION MAGDALENA
1982,20,NOTTS COUNTY
1983,2,MUSA
1984,20,EASTBOURNE BOROUGH
1985,15,BALA TOWN
1986,44,WSG WATTENS
1987,51,CHERNOMORETS BURGAS
1988,76,AL-WASL FC
1989,40,PYUNIK YEREVAN
1990,68,SEPSI OSK SFANTU GHEORGHE
1991,9,MONZA
1992,47,BNEI YEHUDA TEL AVIV
1993,46,DYNAMO ST PETERSBURG 2
1994,46,VOLGA TVER
1995,49,CERRITO
1996,24,DIOSGYORI VTK
1997,28,RC RELIZANE
1998,44,WSC HERTHA
1999,6,SACRAMENTO REPUBLIC
2000,9,TREVISO
2001,10,CRICIUMA
2002,20,WELLING
2003,44,SV NEUBERG
2004,8,DUMBARTON
2005,66,ZULIA FC
2006,6,MINNESOTA UNITED FC
2007,2,JS HERCULES
2008,57,STABAEK 2
2009,20,YEOVIL
2010,35,QVIDING FIF
2011,2,FC INTER
2012,8,COVE RANGERS
2013,18,FC MAGDEBURG
2014,34,SANTOS LAGUNA
2015,9,JUVENTUS (U23)
2016,68,DACO-GETICA BUCURESTI
2017,44,SC WEIZ
2018,35,KALMAR FF
2019,18,FSV 63 LUCKENWALDE
2020,46,RUS SAINT PETERSBURG
2021,7,ITTIHAD EL SHORTA
2022,19,SOGDIANA JIZZAKH
2023,65,SANLIURFASPOR
2024,18,FV ILLERTISSEN
2025,10,PONTE PRETA
2026,50,CHOJNICZANKA CHOJNICE
2027,73,GUIMARAES
2028,20,CHELTENHAM
2029,44,UNION ST. FLORIAN
2030,1,AS PUMA GENERALENA
2031,66,ATLETICO VENEZUELA
2032,42,DEFENSOR LA BOCANA
2033,46,ZENIT SAINT PETERSBURG
2034,12,HERACLES
2035,25,ETHNIKOS ACHNAS
2036,71,SANTIAGO WANDERERS
2037,60,CERCLE BRUGGE
2038,20,MAIDSTONE UTD
2039,44,DEUTSCHLANDSBERGER
2040,18,FC ST. PAULI
2041,70,MASHHAD FC
2042,20,COLCHESTER
2043,47,HAPOEL RAMAT GAN
2044,41,SLOBODA P. SEVOJNO
2045,9,VIRTUS VERONA
2046,26,FC LAUSANNE-SPORT
2047,31,FK SARAJEVO
2048,73,FC PORTO B
2049,32,AL-WASHM
2050,17,LIONS XII
2051,20,QPR
2052,18,VIKTORIA ASCHAFFENBURG
2053,17,KELANTAN
2054,8,AYR UTD
2055,23,FK OLYMPIA PRAHA
2056,9,SUDTIROL
2057,73,GIL VICENTE
2058,6,REAL MONARCHS SLC
2059,35,DALKURD FF
2060,62,ITTIHAD KHEMISSET
2061,46,ALANIA-D VLADIKAVKAZ
2062,44,LASK LINZ
2063,44,EBREICHSDORF
2064,77,SOL DE AMERICA
2065,18,UNION FURSTENWALDE
2066,35,IFK NORRKOPING
2067,14,SHAKHTER SOLIGORSK
2068,57,BRANN
2069,2,PEIMARI UTD
2070,13,THAT RAS
2071,58,LYON
2072,73,TROFENSE
2073,6,FC DALLAS
2074,12,VOLENDAM
2075,20,GATESHEAD
2076,3,AL-HALA
2077,35,IK SIRIUS
2078,62,WYDAD A.C. CASABLANCA
2079,8,DUNDEE
2080,64,LLAGOSTERA-COSTA BRAVA
2081,41,JAGODINA
2082,18,EINTRACHT BRAUNSCHWEIG II
2083,9,PAVIA
2084,66,YARACUYANOS FC
2085,52,RUDAR VELENJE
2086,28,MOSTAGANEM
2087,8,CLYDE
2088,6,COLORADO SWITCHBACKS
2089,73,NAVAL
2090,73,GUIMARAES B
2091,68,ACS FORESTA SUCEAVA
2092,27,FC INFONET
2093,5,DEPORTIVO PETAPA
2094,25,ALKI
2095,6,FRESNO FC
2096,73,FAMALICAO
2097,45,APOLLON SMIRNIS
2098,46,OLIMP KHIMKI
2099,57,ODD BALLKLUBB
2100,2,NUPS
2101,50,ARKA GDYNIA
2102,58,CLERMONT FOOT
2103,20,CORBY
2104,28,MC SAIDA
2105,42,ALIANZA ATLETICO
2106,64,ATHLETIC BILBAO
2107,32,AL-KHALEEJ SAIHAT
2108,11,HUILA
2109,28,USM BLIDA
2110,40,ULISSES
2111,3,RIFFA SC
2112,6,ATLANTA UNITED FC
2113,52,RADOMLJE
2114,47,HAPOEL PETAH TIKVA
2115,20,CHARLTON
2116,30,TARXIEN RAINBOWS
2117,46,FC KHIMIK-ARSENAL
2118,34,CLUB TIJUANA
2119,18,FC SCHONBERG 95
2120,65,DENIZLISPOR
2121,20,FULHAM
2122,2,MYPA
2123,57,ASANE
2124,20,CHESTERFIELD
2125,64,FUENLABRADA
2126,39,TIANJIN QUANJIAN
2127,44,MARCHFELD MANNSDORF
2128,3,AL-NAJMA CLUB
2129,76,BANIYAS SC
2130,57,LILLESTROM
2131,70,FOOLAD FC
2132,20,CHELSEA
2133,3,EAST RIFFA CLUB
2134,74,TOBOL KOSTANAY
2135,46,ZVEZDA ST PETERSBURG
2136,44,WACKER INNSBRUCK(AM)
2137,57,MOLDE
2138,18,SV EICHEDE
2139,20,PRESTON
2140,57,ORN-HORTEN
2141,6,OKC ENERGY
2142,41,NAPREDAK
2143,18,FC AMBERG
2144,58,BELFORT
2145,35,SKELLEFTEA FF
2146,34,LEONES NEGROS UDG
2147,65,BALIKESIRSPOR
2148,67,ROSKILDE
2149,72,BLOEM CELTIC
2150,50,ROZWOJ KATOWICE
2151,2,FC JAZZ
2152,76,AL-JAZIRA
2153,20,OXFORD CITY
2154,48,AL-ARABI SC
2155,40,ALASHKERT
2156,18,FC PIPINSRIED
2157,9,LIVORNO
2158,62,ITTIHAD TANGER
2159,18,JAHN REGENSBURG
2160,10,BOTAFOGO SP
2161,67,AB COPENHAGEN
2162,35,NYKOPINGS BIS
2163,28,RC KOUBA
2164,50,SANDECJA NOWY SACZ
2165,18,SV DARMSTADT 98
2166,32,AL-WAJJ
2167,34,CLUB QUERETARO
2168,1,UNIV. DE COSTA RICA
2169,8,ALBION ROVERS
2170,28,GC MASCARA
2171,1,AD CARMELITA
2172,67,AARHUS
2173,57,HODD
2174,7,AL MASRY
2175,27,FLORA TALLINN
2176,24,KECSKEMETI TE
2177,35,TVAAKERS IF
2178,57,ULL/KISA
2179,65,ALTAY
2180,58,ESTAC TROYES
2181,20,WYCOMBE
2182,44,SV MATTERSBURG
2183,6,CHIVAS USA
2184,18,TuS ROT-WEISS KOBLENZ
2185,68,RIPENSIA TIMISOARA
2186,35,MJALLBY AIF
2187,68,GLORIA BISTRITA
2188,2,HONKA
2189,65,KASIMPASA
2190,65,RIZESPOR
2191,44,SC MANNSDORF
2192,58,CONSOLAT MARSEILLE
2193,36,CD SOCIAL SOL
2194,76,AL-DHAFRA
2195,58,LORIENT
2196,20,READING
2197,20,MILTON KEYNES DONS
2198,35,ORGRYTE
2199,61,VISSEL KOBE
2200,1,SANTOS DE GUAPILES
2201,35,IK ODDEVOLD
2202,31,SIROKI BRIJEG
2203,56,DUNAJSKA STREDA
2204,14,FC SLUTSK
2205,12,JONG AZ
2206,25,A. E. KITION LARNACA
2207,45,NIKI VOLOU
2208,21,FK SIAULIAI
2209,20,CARDIFF
2210,20,ST ALBANS
2211,58,CLERMONT FOOT 63
2212,9,CAGLIARI
2213,7,EL SHARKIA
2214,25,OMONIA
2215,3,MANAMA CLUB
2216,66,LALA FC
2217,48,AL-SADD SC
2218,25,OTHELLOS ATHIENOU
2219,18,SpVgg GREUTHER FURTH
2220,63,ZUGDIDI
2221,50,DOLCAN ZABKI
2222,37,CHORNOMORETS ODESA
2223,71,UNIVERSIDAD CATOLICA
2224,27,RAKVERE JK TARVAS
2225,68,OTELUL GALATI
2226,65,ERZURUM BB
2227,50,POGON SIEDLCE
2228,35,HUDDINGE IF
2229,46,ZHEMCHUZHINA YALTA
2230,61,JUBILO IWATA
2231,20,SOUTHEND
2232,52,NS MURA
2233,57,HARSTAD
2234,35,ESKILSMINNE IF
2235,58,MONTPELLIER
2236,29,UNIVERSIDAD CATOLICA QUITO
2237,55,DAUGAVA DAUGAVPILS
2238,32,AL-NASSR RIYADH
2239,56,ZP SPORT PODBREZOVA
2240,18,EINT. FRANKFURT II
2241,2,TAMPERE UNITED
2242,20,ROCHDALE
2243,68,CS BALOTESTI
2244,49,VILLA ESPANOLA
2245,14,TORPEDO MINSK
2246,25,DOXA KATOKOPIAS
2247,64,ALMERIA
2248,71,HUACHIPATO
2249,76,AL-KHALEEJ
2250,65,GAZIANTEP FK
2251,13,AL-SAREEH
2252,72,HIGHLANDS PARK FC
2253,58,MARIGNANE
2254,34,CHIAPAS FC
2255,35,VALSTA SYRIANSKA IK
2256,20,KETTERING
2257,46,IRTYSH OMSK
2258,46,ENERGIYA VOLZHSKY
2259,18,STUTTGARTER KICKERS
2260,66,TRUJILLANOS FC
2261,43,RNK SPLIT
2262,2,VJS
2263,54,CORK CITY
2264,20,MANCHESTER CITY
2265,65,KAHRAMANMARASSPOR AS
2266,6,REAL SALT LAKE
2267,23,BOHEMIANS 1905
2268,9,MARTINA FRANCA 1947
2269,2,FC VIIKINGIT
2270,23,VARNSDORF
2271,76,AL-ITTIHAD KALBA
2272,20,DARLINGTON FC
2273,15,AIRBUS UK BROUGHTON
2274,4,BUCHEON FC 1995
2275,26,FC WOHLEN
2276,30,BALZAN FC
2277,73,VILAFRANQUENSE
2278,44,SC WIENER NEUSTADT
2279,25,ALKI OROKLINIS
2280,44,SV SEEKIRCHEN
2281,63,FC RUSTAVI
2282,38,CRUCERO DEL NORTE
2283,59,JEUNESSE CANACH
2284,68,FARUL CONSTANTA
2285,48,EL JAISH SC
2286,75,LINFIELD
2287,28,ANNABA
2288,44,BSK 1933
2289,7,PETROJET
2290,49,CA CERRO
2291,20,BARNSLEY
2292,19,PAKHTAKOR
2293,64,ALBACETE
2294,12,EXCELSIOR
2295,18,EINTRACHT TRIER
2296,10,ABC
2297,17,ATM
2298,16,ORIENTE PETROLERO
2299,27,LEVADIA TALLINN
2300,77,CLUB GUARANI
2301,6,BIRMINGHAM LEGION
2302,73,CHAVES
2303,70,PAYKAN
2304,46,KRYLYA SOVETOV
2305,66,DEPORTIVO TACHIRA FC
2306,64,HUESCA
2307,35,SKOVDE AIK
2308,24,PAKS
2309,64,MALLORCA
2310,9,PARMA
2311,20,WEST HAM
2312,44,SW BREGENZ
2313,46,DOLGOPRUDNY
2314,46,ORENBURG
2315,46,MUROM
2316,68,PANDURII TG JIU
2317,18,SG WATTENSCHEID 09
2318,50,POGON SZCZECIN
2319,55,SKONTO RIGA
2320,9,GUBBIO
2321,28,CR BELOUIZDAD
2322,71,COQUIMBO UNIDO
2323,57,HERD
2324,77,SPORTIVO CARAPEGUA
2325,64,HERCULES
2326,6,LOS ANGELES GALAXY
2327,50,WISLA KRAKOW
2328,50,WIDZEW LODZ
2329,44,SC WIENER VIKTORIA
2330,18,HAMBURGER SV II
2331,50,TERMALICA NIECIECZA
2332,57,LORENSKOG
2333,46,FK MAKHACHKALA
2334,74,KAIRAT ALMATY
2335,46,FC CHAYKA
2336,44,SV MATTERSBURG (AM)
2337,66,DEPORTIVO JBL
2338,18,ALTONA 93
2339,15,CARDIFF METROPOLITAN
2340,67,NYKOBING FC
2341,35,AIK
2342,77,CERRO PORTENO
2343,54,WEXFORD YOUTHS
2344,24,SIOFOK
2345,46,DINAMO BRYANSK
2346,47,MACCABI PETAH TIKVA
2347,18,HOLSTEIN KIEL
2348,38,CHACARITA JUNIORS
2349,64,RACING SANTANDER
2350,22,HK KOPAVOGUR
2351,72,BLACK LEOPARDS
2352,44,ATSV WOLFSBERG
2353,46,KALUGA
2354,6,HOUSTON DYNAMO
2355,23,FK FOTBAL TRINEC
2356,9,TRAPANI
2357,57,KONGSVINGER
2358,55,FK VENTSPILS
2359,29,LDU QUITO
2360,44,STURM GRAZ (AM)
2361,4,FC SEOUL
2362,67,SONDERJYSKE
2363,9,VARESE
2364,4,JEJU UNITED FC
2365,34,ATLANTE
2366,2,PK-37
2367,44,ATSV OBER-GRAFENDORF
2368,60,LOKEREN
2369,2,VPS AKATEMIA
2370,64,ATLETICO MADRID
2371,73,SPORTING CP
2372,12,NEC NIJMEGEN
2373,17,PKNS FC
2374,1,LIMON FC
2375,35,SANDVIKENS IF
2376,6,PHOENIX RISING
2377,9,ASCOLI
2378,24,SZOMBATHELYI HALADAS
2379,20,BURNLEY
2380,58,BOULOGNE
2381,58,LES HERBIERS
2382,7,TELEPHONAT B. SWEIF
2383,59,GREVENMACHER
2384,12,RODA
2385,64,GIRONA
2386,43,HNK HAJDUK SPLIT
2387,9,MODENA
2388,22,IA AKRANES
2389,3,HIDD SCC
2390,32,HETTEN FC
2391,44,SV HORN
2392,72,AJAX CAPE TOWN
2393,7,PYRAMIDS FC
2394,46,KAZANKA MOSCOW
2395,16,BLOOMING
2396,3,MALKIYA
2397,18,SC ELTERSDORF
2398,60,LOMMEL UNITED
2399,12,ADO DEN HAAG
2400,45,XANTHI FC
2401,39,SHANGHAI SIPG FC
2402,2,JBK
2403,63,KOLKHETI POTI
2404,44,ATSV STADL-PAURA
2405,27,FCI LEVADIA
2406,47,HAPOEL RAANANA
2407,2,GBK
2408,44,USK ANIF
2409,35,UMEA FC
2410,14,GORODEYA
2411,39,HEBEI CHINA FORTUNE
2412,6,PENN FC
2413,28,MC ORAN
2414,58,RED STAR FC 93
2415,19,FK ANDIJAN
2416,23,PROSTEJOV
2417,51,BEROE
2418,20,SLOUGH TOWN
2419,58,ISTRES
2420,20,DORCHESTER
2421,12,FEYENOORD
2422,32,AL-TAQDOM
2423,20,BOGNOR REGIS
2424,58,PARIS SAINT GERMAIN
2425,18,SpVgg UNTERHACHING
2426,20,SUNDERLAND
2427,70,RAH AHAN
2428,8,MOTHERWELL
2429,15,CARDIFF MET
2430,9,FIORENTINA
2431,34,PUEBLA
2432,23,SIGMA OLOMOUC B
2433,57,MJONDALEN
2434,68,FC BRASOV
2435,18,WUPPERTALER SV
2436,41,DINAMO VRANJE
2437,12,DORDRECHT
2438,7,GHAZL EL-MAHALLA
2439,71,COBRESAL
2440,9,SPAL
2441,65,SAMSUNSPOR
2442,52,ZAVRC
2443,4,JEONBUK MOTORS
2444,6,ORLANDO CITY
2445,42,UNIVERSITARIO
2446,18,FC KOLN
2447,68,CORONA 2010 BRASOV
2448,58,LYON DUCHERE
2449,59,RODANGE 91
2450,18,SV SPIELBERG
2451,9,MONOPOLI
2452,20,SOUTHPORT
2453,6,SEATTLE SOUNDERS
2454,20,SALFORD CITY
2455,29,AUCAS
2456,23,FC FASTAV ZLIN
2457,57,BRUMUNDDAL
2458,2,LPS
2459,9,GENOA
2460,18,BAYERN MUNICH
2461,5,GUASTATOYA
2462,17,PETALING JAYA CITY
2463,32,AL-NAJOOM
2464,32,AL-BATEN
2465,18,SV LICHTENBERG 47
2466,57,BRYNE
2467,71,UNION ESPANOLA
2468,32,AL-JEEL
2469,18,TuS HALTERN
2470,20,HAMPTON &amp; RICHMOND
2471,20,MIDDLESBROUGH
2472,18,SV HEIMSTETTEN
2473,18,SCHWARZ-WEISS REHDEN
2474,64,GIMNASTIC
2475,44,FC LANGENEGG
2476,77,CLUB SP. SAN LORENZO
2477,47,HAPOEL ASHKELON
2478,18,SCHALDING-HEINING
2479,18,HANNOVER 96
2480,5,DEPORTIVO CARCHA
2481,70,NAFT TEHRAN
2482,2,JJK
2483,20,HARTLEPOOL
2484,9,CARPI
2485,50,RADOMIAK RADOM
2486,9,SIRACUSA
2487,2,SC KUFU-98
2488,15,PRESTATYN TOWN
2489,9,RIMINI
2490,10,MOGI MIRIM
2491,12,GRONINGEN
2492,17,SIME DARBY FC
2493,23,VITKOVICE
2494,26,FC SCHAFFHAUSEN
2495,2,FC SANTA CLAUS
2496,75,CRUSADERS FC
2497,9,PERUGIA
2498,64,ZARAGOZA
2499,60,WAASLAND-BEVEREN
2500,68,CS MIOVENI
2501,23,LOKO VLTAVIN
2502,39,DALIAN YIFANG
2503,33,PERTH GLORY FC
2504,18,GER. EGESTORF/LANGREDER
2505,68,CS AFUMATI
2506,17,MELAKA UNITED
2507,67,NAESTVED
2508,44,SCR ALTACH (AM)
2509,9,REAL VICENZA
2510,73,AVES
2511,32,AL-FAYHA
2512,19,AGMK
2513,65,YENI MALATYASPOR
2514,13,AL-AQABA
2515,30,QORMI FC
2516,43,ISTRA 1961
2517,9,REGGIO AUDACE
2518,73,ACADEMICA
2519,44,RIED (AM)
2520,9,ALBISSOLA
2521,49,FENIX
2522,74,FC ATYRAU
2523,71,BARNECHEA
2524,18,VfL WOLFSBURG
2525,46,VELES MOSCOW
2526,59,AS JEUNESSE ESCH
2527,1,ORION FC
2528,36,CD REAL SOCIEDAD
2529,28,ASM ORAN
2530,41,FK SPARTAK SUBOTICA
2531,18,BAYERN MUNICH II
2532,76,AL-WAHDA SCC
2533,4,BUSAN I PARK
2534,2,SJK
2535,46,DNEPR SMOLENSK
2536,39,GUANGZHOU FC
2537,59,RM HAMM BENFICA
2538,32,AL-SAFA
2539,2,FC ESPOO
2540,23,FK BANIK MOST
2541,58,NIORT
2542,38,RACING CLUB
2543,51,DUNAV RUSE
2544,69,ALBIREX NIIGATA (S)
2545,44,KSV SUPERFUND (AM)
2546,76,AL-AIN FC
2547,52,ANKARAN HRVATINI
2548,9,PORDENONE
2549,46,CHITA
2550,20,STALYBRIDGE
2551,34,U.A.N.L. - TIGRES
2552,33,MELBOURNE VICTORY
2553,44,UNION VB VOCKLAMARKT
2554,9,MANTOVA
2555,74,FC KAYSAR
2556,57,FREDRIKSTAD
2557,30,LIJA ATHLETIC
2558,54,SLIGO ROVERS
2559,6,DC UNITED
2560,18,ENERGIE COTTBUS
2561,18,CARL ZEISS JENA
2562,49,ATLETICO TORQUE
2563,12,PEC ZWOLLE
2564,2,KAPA
2565,53,GROMBALIA SPORTS
2566,58,LILLE
2567,20,HAVANT & WATERLOOVILLE
2568,1,CS URUGUAY
2569,53,CLUB AFRICAIN
2570,46,MITOS
2571,4,ASAN MUGUNGHWA
2572,41,MLADOST LUCANI
2573,11,DEPORTIVO CALI
2574,18,VfB HULS
2575,72,MAMELODI SUNDOWNS
2576,46,VOLGAR ASTRAKHAN
2577,18,BISCHOFSWERDAER
2578,58,BOURG-EN-BRESSE 01
2579,18,SpVgg BAYERN HOF
2580,30,HAMRUN SPARTANS
2581,72,POLOKWANE CITY
2582,57,LEVANGER
2583,20,SHREWSBURY
2584,46,SIBIRYAK BRATSK
2585,10,PARANA
2586,38,TEMPERLEY
2587,16,REAL POTOSI
2588,64,BARCELONA
2589,46,TSK SIMFEROPOL
2590,18,FSV MAINZ 05 II
2591,46,SATURN RAMENSKOYE
2592,64,VALLADOLID
2593,20,TAMWORTH
2594,68,FC VASLUI
2595,11,PATRIOTAS
2596,58,LE PUY
2597,67,MARIENLYST
2598,24,GYORI ETO FC
2599,18,TuS ERNDTEBRUCK
2600,18,ROT-WEISS AHLEN
2601,65,ISTANBULSPOR AS
2602,64,MURCIA
2603,71,AUDAX ITALIANO
2604,15,CARMARTHEN TOWN
2605,59,UNA STRASSEN
2606,44,FC PASCHING/LASK JR.
2607,64,EIBAR
2608,9,RIETI
2609,20,KINGS LYNN
2610,10,VASCO DA GAMA
2611,46,CHERNOMORETS NOVOROSSIYSK
2612,57,ODD BALLKLUBB 2
2613,18,SV LIPPSTADT 08
2614,47,FC ASHDOD
2615,20,BRAINTREE
2616,38,BOCA JUNIORS
2617,66,CARABOBO FC
2618,57,KVIK HALDEN
2619,8,RAITH ROVERS
2620,18,TSV SCHOTT MAINZ
2621,42,UTC
2622,10,SANTOS
2623,18,ZFC MEUSELWITZ
2624,18,WERDER BREMEN
2625,14,SMOLEVICHI-STI
2626,59,US MONDORF-LES-BAINS
2627,19,MASH AL MUBAREK
2628,36,CD VICTORIA
2629,9,GAVORRANO
2630,51,SLAVIA SOFIA
2631,9,PISTOIESE
2632,2,SJK AKATEMIA
2633,28,MC ALGER
2634,29,UNIV. CATOLICA
2635,70,NAFT MASJED SOLEYMAN
2636,38,SAN LORENZO
2637,4,FC ANYANG
2638,57,SKEID
2639,66,DEPORTIVO PETARE
2640,61,FC TOKYO
2641,66,AC MINEROS
2642,57,ALTA
2643,56,FK SENICA
2644,62,KAC KENITRA
2645,10,CSA
2646,2,MASKU
2647,9,CITTADELLA
2648,58,COLMAR
2649,23,SLAVIA PRAHA
2650,69,TAMPINES ROVERS FC
2651,35,KSF PRESPA BIRLIK
2652,14,SLAVIA MOZYR
2653,42,AYACUCHO FC
2654,44,ANNABICHLER SPORTV.
2655,60,OOSTENDE
2656,58,AUXERRE
2657,25,ANAGENNISI DERYNIAS
2658,2,GRIFK
2659,7,AL NASR TAADEN
2660,64,OSASUNA
2661,42,ALIANZA UNIVERSIDAD
2662,2,LEGIRUS INTER
2663,2,HONKA/AKATEMIA
2664,20,BRADFORD PARK AVENUE
2665,65,ADANASPOR AS
2666,6,VANCOUVER WHITECAPS
2667,64,TENERIFE
2668,50,FLOTA SWINOUJSCIE
2669,74,AKZHAYIK
2670,16,CLUB DESTROYERS
2671,8,CELTIC
2672,51,ARDA KARDZHALI
2673,57,ELVERUM
2674,20,BROMLEY
2675,46,KRASNODAR
2676,57,LILLESTROM 2
2677,23,MLADA BOLESLAV
2678,4,POHANG STEELERS
2679,68,CSMS IASI
2680,18,SV WEHEN
2681,58,TOURS
2682,18,KARLSRUHER SC
2683,41,METALAC GM
2684,67,HVIDOVRE
2685,18,1896 RAIN AM LECH
2686,73,MOREIRENSE
2687,12,TELSTAR
2688,65,ESKISEHIRSPOR
2689,25,A.O. AYIAS NAPAS
2690,18,TSG NEUSTRELITZ
2691,73,RIO AVE
2692,7,EL DAKHLEYA
2693,7,ALA AB DAMANHOUR
2694,58,SEDAN
2695,33,WESTERN SYDNEY
2696,57,ODD GRENLAND 2
2697,77,3 DE FEBRERO
2698,35,HELSINGBORG
2699,8,FALKIRK
2700,35,TRELLEBORGS FF
2701,46,DAGDIZEL
2702,74,ZHETYSU
2703,54,ST. PATRICKS ATHLETIC
2704,10,FORTALEZA
2705,58,LUCON
2706,27,JOHVI FC LOKOMOTIV
2707,70,PADIDEH
2708,1,PUNTARENAS FC
2709,20,BARROW
2710,68,FC VOLUNTARI
2711,70,ESTEGHLAL FC
2712,58,MONACO
2713,2,HJK HELSINKI
2714,25,ANORTHOSIS
2715,33,BRISBANE ROAR FC
2716,2,AC OULU
2717,70,NASSAJI MAZANDARAN
2718,46,SKA ROSTOV
2719,46,LENINGRADETS
2720,60,K.S.V. OUDENAARDE
2721,46,TEREK GROZNI 2
2722,75,LARNE
2723,57,FOLLO
2724,8,ARBROATH
2725,20,EVERTON
2726,38,ARGENTINOS JRS
2727,31,ZRINJSKI
2728,67,ODENSE
2729,20,CHELMSFORD
2730,16,PETROLERO
2731,26,AC BELLINZONA
2732,57,GRORUD
2733,30,VALLETTA FC
2734,9,TORINO
2735,6,INDY ELEVEN
2736,60,K.S.K. HEIST
2737,50,SLASK WROCLAW
2738,71,SAN MARCOS DE ARICA
2739,38,BANFIELD
2740,37,DYNAMO KYIV
2741,49,EL TANQUE SISLEY
2742,57,JERV
2743,42,ACADEMIA CANTOLAO
2744,71,PALESTINO
2745,58,LUZENAC
2746,18,ERZGEBIRGE AUE
2747,61,KAWASAKI FRONTALE
2748,64,RECREATIVO HUELVA
2749,68,DINAMO BUCURESTI
2750,38,GIMNASIA L.P.
2751,6,SAN ANTONIO FC
2752,53,JS KAIROUANAISE
2753,50,KORONA KIELCE
2754,19,FC BUNYODKOR
2755,18,SC VERL
2756,10,OESTE
2757,73,UNIAO
2758,2,TPV
2759,2,FC KIFFEN
2760,63,GURIA LANCHKHUTI
2761,51,HASKOVO 2009
2762,7,AL ITTIHAD ALEXANDRIA
2763,43,INTER ZAPRESIC
2764,23,KOLIN
2765,47,HAPOEL AKKO
2766,16,AURORA
2767,62,FUS RABAT
2768,18,BORUSSIA DORTMUND II
2769,49,DEFENSOR SPORTING
2770,15,CEFN DRUIDS AFC
2771,8,BRECHIN
2772,30,GZIRA UNITED
2773,73,PORTIMONENSE
2774,46,ENISEY
2775,47,MACCABI NETANYA
2776,20,BOLTON
2777,12,CAMBUUR
2778,18,HANNOVER 96 II
2779,20,PLYMOUTH
2780,20,OXFORD UNITED
2781,18,FC HEIDENHEIM
2782,9,PESCARA
2783,61,SAGAN TOSU
2784,32,AL-MOJZEL
2785,9,BENEVENTO
2786,6,NEW MEXICO UNITED
2787,18,UNION BERLIN
2788,12,VITESSE
2789,28,MSP BATNA
2790,46,SPARTAK KOSTROMA
2791,25,PAFOS FC
2792,55,VALMIERAS
2793,22,LEIKNIR REYKJAVIK
